id1,entityname_original,entityname,Group1,Group1_id1,Group1_score,Group2,Group2_id1,Group2_score,Group3,Group3_id1,Group3_score,Group4,Group4_id1,Group4_score,Group5,Group5_id1,Group5_score,Group6,Group6_id1,Group6_score,Group7,Group7_id1,Group7_score,Group8,Group8_id1,Group8_score,Group9,Group9_id1,Group9_score,Group10,Group10_id1,Group10_score,Group11,Group11_id1,Group11_score,Group12,Group12_id1,Group12_score,Group13,Group13_id1,Group13_score,Group14,Group14_id1,Group14_score,Group15,Group15_id1,Group15_score,Group16,Group16_id1,Group16_score,Group17,Group17_id1,Group17_score,Group18,Group18_id1,Group18_score,Group19,Group19_id1,Group19_score,Group20,Group20_id1,Group20_score
554,UC Riverside,UC Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,"Department of Computer Science, Monmouth University, NJ 07764, West Long Branch, USA","Department of Computer Science, Monmouth University, NJ 07764, West Long Branch, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563,"Dept. of Computer Science, University of Arizona, Tucson, AZ","Dept. of Computer Science, University of Arizona, Tucson, AZ",,,,,,,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,,,,,,,,,,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,,,,,,,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,,,,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,,,,,,,,,,"Department of Computer Science, University of Arizona, Tucson, AZ",1483,94.66666666666667,,,,,,,,,
8206,"Bell Labs, Lucent Technologies, Murray Hill, NJ","Bell Labs, Lucent Technologies, Murray Hill, NJ",,,,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",7999,93.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,89.66666666666667,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",7999,93.33333333333333,"Lucent Technologies, Murray Hill, NJ",6784,91.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,89.66666666666667,,,,,,,"Lucent Technologies, Murray Hill, NJ",6784,91.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,89.66666666666667,"Lucent Technologies, Murray Hill, NJ",6784,91.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,89.66666666666667,,,,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",7999,93.33333333333333,"Lucent Technologies, Murray Hill, NJ",6784,91.33333333333333,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",7999,93.33333333333333,,,,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,89.66666666666667,"Lucent Technologies, Murray Hill, NJ",6784,91.33333333333333,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",7999,93.33333333333333
8575,"Department of Computer Science, Carnegie Mellon University, Pittsburgh, USA","Department of Computer Science, Carnegie Mellon University, Pittsburgh, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"Institute of Information Systems, Switzerland","Institute of Information Systems, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,"Oracle Corporation, New England Development Center, One Oracle Driv e, Nashua, NH","Oracle Corporation, New England Development Center, One Oracle Driv e, Nashua, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,"Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong","Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong","Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,,,,,,,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong",540,92.33333333333333,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,,,,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,,,,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong",540,92.33333333333333,,,,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,,,,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong",540,92.33333333333333,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong",540,92.33333333333333,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",8804,97.0,,,,,,,,,
5887,"Almaden Research Center, San Jose, CA, USA","Almaden Research Center, San Jose, CA, USA","IBM Almaden Research Center, San Jose, CA",15,89.66666666666667,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667,,,,"IBM Almaden, Research Center, San Jose, CA",1856,88.66666666666667,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667,,,,"IBM Almaden Research Center, San Jos, CA, USA",6150,95.66666666666667,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667,"IBM Almaden Research Center, San Jose CA",1715,89.33333333333333,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667,"IBM Almaden Research Center, San Jose, USA",5767,90.33333333333333,"IBM Almaden Research Center, San Jos, CA, USA",6150,95.66666666666667,"IBM Almaden, Research Center, San Jose, CA",1856,88.66666666666667,"IBM Almaden Research Center, San Jose CA",1715,89.33333333333333,,,,"IBM Almaden Research Center San Jose , CA",6549,88.33333333333333,"IBM Almaden, Research Center, San Jose, CA",1856,88.66666666666667,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667,,,,"IBM Almaden Research Center, San Jose, CA, USA",3865,96.66666666666667
7953,"Domaine de Voluceau, INRIA, 78153, Le Chesnay, France","Domaine de Voluceau, INRIA, 78153, Le Chesnay, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,TransAction Software GmbH Munich,TransAction Software GmbH Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8831,"Department of Computer and Information Sciences, University of Pennsylvania, Philadelphia, USA 19104","Department of Computer and Information Sciences, University of Pennsylvania, Philadelphia, USA 19104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,"University of Washington, Seattle, WA, USA","University of Washington, Seattle, WA, USA","University of Washington, Seattle, WA",242,96.33333333333333,"University of Washington, Seattle, USA",8584,95.33333333333333,,,,"University of Washington, Seattle, USA",8584,95.33333333333333,"University of Washington, Seattle, USA",8584,95.33333333333333,,,,"University of Washington, Seattle, WA",242,96.33333333333333,"University of Washington, Seattle",130,92.66666666666667,"University of Washington, Seattle, WA",242,96.33333333333333,"University of Washington, Seattle",130,92.66666666666667,"University of Washington, Seattle, WA",242,96.33333333333333,,,,"University of Washington, Seattle, USA",8584,95.33333333333333,,,,"University of Washington, Seattle, WA",242,96.33333333333333,,,,"University of Washington, Seattle, WA",242,96.33333333333333,"University of Washington, Seattle, WA",242,96.33333333333333,"University of Washington, Seattle",130,92.66666666666667,"University of Washington, Seattle",130,92.66666666666667
5083,"Hong Kong Baptist University, Hong Kong","Hong Kong Baptist University, Hong Kong",Hong Kong Baptist University,4502,89.66666666666667,Hong Kong Baptist University,4502,89.66666666666667,Hong Kong Baptist University,4502,89.66666666666667,Hong Kong Baptist University,4502,89.66666666666667,,,,,,,,,,Hong Kong Baptist University,4502,89.66666666666667,,,,,,,,,,Hong Kong Baptist University,4502,89.66666666666667,Hong Kong Baptist University,4502,89.66666666666667,,,,Hong Kong Baptist University,4502,89.66666666666667,,,,,,,,,,,,,Hong Kong Baptist University,4502,89.66666666666667
11,Microsoft Research,Microsoft Research,"Microsoft Research, USA",8429,92.66666666666667,Micorsoft Research,2839,94.0,Microsoft Research Asia,2283,92.0,,,,,,,Microsoft Research Asia,2283,92.0,Microsoft Research Asia,2283,92.0,Micorsoft Research,2839,94.0,"Microsoft Research, USA",8429,92.66666666666667,Micorsoft Research,2839,94.0,,,,Micorsoft Research,2839,94.0,Microsoft Research Asia,2283,92.0,Microsoft Research Asia,2283,92.0,Microsoft Research Asia,2283,92.0,Micorsoft Research,2839,94.0,"Microsoft Research, USA",8429,92.66666666666667,Micorsoft Research,2839,94.0,Micorsoft Research,2839,94.0,"Microsoft Research, USA",8429,92.66666666666667
113,Stanford University,Stanford University,"Stanford University, USA",8082,92.66666666666667,Stanford University InfoLab,844,88.66666666666667,,,,,,,"Stanford University, USA",8082,92.66666666666667,Stanford University InfoLab,844,88.66666666666667,"Stanford University, USA",8082,92.66666666666667,,,,Stanford University InfoLab,844,88.66666666666667,"Stanford University, USA",8082,92.66666666666667,,,,"Stanford University, USA",8082,92.66666666666667,"Stanford University, USA",8082,92.66666666666667,"Stanford University, USA",8082,92.66666666666667,,,,,,,"Stanford University, USA",8082,92.66666666666667,"Stanford University, USA",8082,92.66666666666667,"Stanford University, USA",8082,92.66666666666667,,,
1080,University of British Columbia,University of British Columbia,"University of British Columbia, Canada",407,92.66666666666667,"University of British Columbia, Canada",407,92.66666666666667,,,,,,,,,,The University of British Columbia,7628,96.0,"University of British Columbia, Canada",407,92.66666666666667,,,,,,,The University of British Columbia,7628,96.0,The University of British Columbia,7628,96.0,"University of British Columbia, Canada",407,92.66666666666667,The University of British Columbia,7628,96.0,,,,,,,,,,,,,,,,,,,The University of British Columbia,7628,96.0
9244,"DEIS, Università della Calabria, Rende (CS), Italy","DEIS, Università della Calabria, Rende (CS), Italy","Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,,,,"Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,,,,"Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,,,,,,,"Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,"Università della Calabria, Rende, Italy",4696,88.33333333333333,"Università della Calabria, Rende, Italy",4696,88.33333333333333,"Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,"Università della Calabria, Rende, Italy",4696,88.33333333333333,,,,,,,,,
946,Aalborg University,Aalborg University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,"IBM T.J. Watson Research Center Hawthorne, NY","IBM T.J. Watson Research Center Hawthorne, NY","IBM T.J. Watson Research Center, Hawthorne, USA",9315,93.66666666666667,"IBM T. J. Watson Research Center, Hawthorne NY",1068,97.66666666666667,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",5860,89.0,"IBM T. J. Watson Research Center, Hawhorne, NY",682,97.33333333333333,"IBM T.J. Watson Research Center, Hawthorne, NY",2573,99.0,"IBM T. J. Watson Research Center, Hawthorne NY",1068,97.66666666666667,"IBM T.J. Watson Research Center, Hawthorne, USA",9315,93.66666666666667,"IBM T. J. Watson Research Center, Hawthorne, NY",363,98.0,"IBM T.J. Watson Research Ctr., Hawthorne, NY",2268,94.33333333333333,,,,"IBM T.J. Watson Research Center, Hawthorne, New York",7422,94.0,"IBM T.J. Watson Research Center, Hawthorne, USA",9315,93.66666666666667,"IBM T. J. Watson Research Center, Hawthorne, NY",363,98.0,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",5860,89.0,"IBM T. J. Watson Research Center, Road, Hawthorne, NY",7098,90.33333333333333,"IBM T.J. Watson Research Ctr., Hawthorne, NY",2268,94.33333333333333,,,,"IBM T. J. Watson Research Center, Hawthorne, New York",2038,93.0,"IBM Thomas J. Watson Research Center, Hawthorne, NY",7287,92.0,"IBM T. J. Watson Research Center, Hawthorne, NY, USA",5583,95.0
9458,"Hebrew University of Jerusalem, Jerusalem, Israel","Hebrew University of Jerusalem, Jerusalem, Israel",,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,,,,,,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,,,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,,,,,"The Hebrew University of Jerusalem, Jerusalem, Israel",5729,97.33333333333333,,,
8950,"University of Toronto, Toronto ON, Canada","University of Toronto, Toronto ON, Canada","University of Toronto, Toronto, Ont., Canada",8479,94.33333333333333,"University of Toronto, Toronto, Ontario, Canada",20,89.33333333333333,"University of Toronto, Toronto, Ont., Canada",8479,94.33333333333333,"University of Toronto, Toronto, ON",1109,91.66666666666667,"University of Toronto, Toronto, ON Canada",9056,98.66666666666667,"University of Toronto, Toronto, ON, Canada",34,99.0,,,,"University of Toronto, Toronto, Ont., Canada",8479,94.33333333333333,"University of Toronto, Toronto, ON, Canada",34,99.0,"University of Toronto, Toronto, Ontario, Canada",20,89.33333333333333,"University of Toronto, Toronto, Canada",428,94.66666666666667,"University of Toronto, Toronto, Canada",428,94.66666666666667,"University of Toronto, Toronto, ON, Canada",34,99.0,"University of Toronto, Toronto, Ont., Canada",8479,94.33333333333333,"University of Toronto, Toronto, ON",1109,91.66666666666667,"University of Toronto, Toronto, ON",1109,91.66666666666667,,,,"University of Toronto, Toronto, ON, Canada",34,99.0,"University of Toronto, Toronto, Canada",428,94.66666666666667,"University of Toronto, Toronto, ON Canada",9056,98.66666666666667
1143,"Institut förmatik, TU-München, Orleansstraße, München, Germany","Institut förmatik, TU-München, Orleansstraße, München, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,"Oracle USA, Redwood City, CA","Oracle USA, Redwood City, CA","Oracle USA, Redwood City, CA, USA",5873,95.0,,,,,,,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,,,,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,,,,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,"Oracle USA, Redwood City, CA, USA",5873,95.0,,,,,,,,,,"Oracle USA, Redwood City, CA, USA",5873,95.0,,,
5945,"University of Utah, Salt Lake City, UT, USA","University of Utah, Salt Lake City, UT, USA",,,,,,,"University of Utah Salt Lake City, UT",9083,94.66666666666667,"University of Utah Salt Lake City, UT",9083,94.66666666666667,,,,"University of Utah Salt Lake City, UT",9083,94.66666666666667,"University of Utah Salt Lake City, UT",9083,94.66666666666667,"University of Utah Salt Lake City, UT",9083,94.66666666666667,"University of Utah Salt Lake City, UT",9083,94.66666666666667,"University of Utah Salt Lake City, UT",9083,94.66666666666667,,,,"University of Utah Salt Lake City, UT",9083,94.66666666666667,,,,,,,,,,,,,"University of Utah Salt Lake City, UT",9083,94.66666666666667,,,,,,,,,
8238,"University of Michigan, USA","University of Michigan, USA",University of Michigan,2501,94.0,,,,,,,"University of Michigan, MI",199,89.66666666666667,University of Michigan,2501,94.0,,,,"University of Michigan, MI",199,89.66666666666667,University of Michigan,2501,94.0,,,,,,,"University of Michigan, MI",199,89.66666666666667,"University of Michigan, MI",199,89.66666666666667,"University of Michigan, MI",199,89.66666666666667,"University of Michigan, MI",199,89.66666666666667,,,,,,,,,,,,,University of Michigan,2501,94.0,,,
6486,"University of California, Berkeley CA","University of California, Berkeley CA",,,,"University of California, Berkeley, California",7689,91.33333333333333,"University of California, Berkeley, California",7689,91.33333333333333,"University of California, Berkeley, California",7689,91.33333333333333,,,,"University of California, Berkeley, Berkeley, CA",7594,90.33333333333333,,,,"University of California, Berkeley, California",7689,91.33333333333333,"University of California, Berkeley, California",7689,91.33333333333333,"University of California, Berkeley, California",7689,91.33333333333333,"University of California, Berkeley, CA",3016,98.66666666666667,"University of California, Berkeley, Berkeley, CA",7594,90.33333333333333,"University of California, Berkeley",1385,97.33333333333333,"University of California, Berkeley, California",7689,91.33333333333333,University of California at Berkeley,1005,91.33333333333333,,,,"University of California, Berkeley, CA",3016,98.66666666666667,,,,University of California at Berkeley,1005,91.33333333333333,,,
3089,SUNY at Binghamton,SUNY at Binghamton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"University of New South Wales, Australia","University of New South Wales, Australia","The University of New South Wales, Australia",3310,96.66666666666667,,,,University of New South Wales,3631,89.66666666666667,"Univeristy of New South Wales, Australia",5066,97.66666666666667,"The University of New South Wales, Australia",3310,96.66666666666667,,,,"Univeristy of New South Wales, Australia",5066,97.66666666666667,,,,"The University of New South Wales, Australia",3310,96.66666666666667,"Univeristy of New South Wales, Australia",5066,97.66666666666667,"The University of New South Wales, Australia",3310,96.66666666666667,"The University of New South Wales, Australia",3310,96.66666666666667,,,,"Univeristy of New South Wales, Australia",5066,97.66666666666667,,,,,,,"Univeristy of New South Wales, Australia",5066,97.66666666666667,"The University of New South Wales, Australia",3310,96.66666666666667,"Univeristy of New South Wales, Australia",5066,97.66666666666667,"Univeristy of New South Wales, Australia",5066,97.66666666666667
5837,"IBM Sillicon Valley Lab, San Jose, CA, USA","IBM Sillicon Valley Lab, San Jose, CA, USA","IBM Silicon Valley Lab, San Jose, CA",350,94.0,"IBM Silicon Valley Lab, San Jose, CA",350,94.0,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,,,,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,"IBM Silicon Valley Lab, San Jose CA",4456,92.66666666666667,"IBM Silicon Valley Lab, San Jose, CA",350,94.0,"IBM Silicon Valley Lab, San Jose, CA",350,94.0,,,,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,,,,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,,,,,,,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,"IBM Silicon Valley Lab., San Jose, CA",7055,93.66666666666667,"IBM Silicon Valley Lab, San Jose, CA",350,94.0,"IBM Silicon Valley Lab, San Jose, CA",350,94.0,"IBM Silicon Valley Lab, San Jose CA",4456,92.66666666666667
170,"Kent State University, Kent, OH","Kent State University, Kent, OH","Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,,,,,,,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,,,,"Kent State University, Kent, OH, USA",5697,95.66666666666667,,,,"Kent State University, Kent, OH, USA",5697,95.66666666666667,,,,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,"Kent State University, Kent, OH, USA",5697,95.66666666666667,,,
7934,"International Institute of Information Technology, 5000019, Gachhilbowli, Hyderabad, India","International Institute of Information Technology, 5000019, Gachhilbowli, Hyderabad, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,"Google, Inc., New York, NY","Google, Inc., New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,"Department of Computer Sciences, University of Wisconsin-Madison","Department of Computer Sciences, University of Wisconsin-Madison","Department of Computer Sciences, University of Wisconsin, Madison",6851,98.33333333333333,,,,"Computer Sciences Department, University of Wisconsin-Madison",6570,89.33333333333333,"Computer Sciences Department, University of Wisconsin-Madison",6570,89.33333333333333,,,,,,,"Department of Computer Sciences, University of Wisconsin, Madison",6851,98.33333333333333,"Department of Computer Sciences, University of Wisconsin, Madison",6851,98.33333333333333,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,,,,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,,,,"Department of Computer Sciences, University of Wisconsin, Madison",6851,98.33333333333333,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",1409,92.66666666666667,,,,"Department of Computer Sciences, University of Wisconsin, Madison",6851,98.33333333333333,,,
1416,"Center for Adv. Compu. Studies, Univ. of Louisiana at Lafayette, Lafayette, LA","Center for Adv. Compu. Studies, Univ. of Louisiana at Lafayette, Lafayette, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,"Technion---Israel Institute of Technology, Technion City, Haifa, Israel","Technion---Israel Institute of Technology, Technion City, Haifa, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575,"Univ. of Passau, Passau, Germany","Univ. of Passau, Passau, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,"Department of Computer Science, National University of Singapore, Singapore","Department of Computer Science, National University of Singapore, Singapore","Department of Computer Science, National University of singapore,SINGAPORE",6532,91.66666666666667,,,,"Department of Computer Science, National University of Singapore",1914,95.0,"Department of Computer Science, National University of Singapore",1914,95.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",6723,90.33333333333333,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",6723,90.33333333333333,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore",1914,95.0,"Department of Computer Science, National University of Singapore, Singapore 117543",6918,97.0,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",6723,90.33333333333333,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",6723,90.33333333333333,"Department of Computer Science, National University of Singapore",1914,95.0,"Department of Computer Science, National University of Singapore",1914,95.0,"Department of Computer Science, National University of Singapore, Singapore, Singapore",9307,95.66666666666667,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",6723,90.33333333333333
2374,"University of Stuttgart, Stuttgart, Germany","University of Stuttgart, Stuttgart, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,"IBM T. J. Watson, Research Center","IBM T. J. Watson, Research Center",IBM Watson Research Center,2356,89.66666666666667,IBM T.J. Watson Research Center,791,97.0,"IBM T.J. Watson Research Center, USA",8163,92.66666666666667,IBM TJ Watson Research Center,816,91.66666666666667,"IBM T.J. Watson Research Center, USA",8163,92.66666666666667,"T. J. Watson Research Center, IBM",50,91.66666666666667,IBM TJ Watson Research Center,816,91.66666666666667,"T. J. Watson Research Center, IBM",50,91.66666666666667,"IBM T.J. Watson Research Center, New York",8896,88.33333333333333,IBM TJ Watson Research Center,816,91.66666666666667,IBM T. J. Watson Research Center,448,98.33333333333333,IBM T.J. Watson Research Center,791,97.0,,,,IBM Watson Research Center,2356,89.66666666666667,IBM T. J. Watson Research Center,448,98.33333333333333,IBM Watson Research Center,2356,89.66666666666667,"IBM T.J. Watson Research Center, USA",8163,92.66666666666667,IBM T.J. Watson Research Center,791,97.0,IBM T. J. Watson Research Center,448,98.33333333333333,IBM TJ Watson Research Center,816,91.66666666666667
4406,"Univ. of Washington, Seattle, WA","Univ. of Washington, Seattle, WA","Univ. of Washington, Seattle",1022,96.0,"Univ. of Washington, Seattle",1022,96.0,"Univ. of Washington, Seattle",1022,96.0,,,,,,,"Univ. of Washington, Seattle",1022,96.0,"University of Washington, Seattle, WA",242,89.66666666666667,,,,"University of Washington, Seattle, WA",242,89.66666666666667,,,,"University of Washington, Seattle, WA",242,89.66666666666667,"Univ. of Washington, Seattle",1022,96.0,,,,"Univ. of Washington, Seattle",1022,96.0,"University of Washington, Seattle, WA",242,89.66666666666667,"Univ. of Washington, Seattle",1022,96.0,"University of Washington, Seattle, WA",242,89.66666666666667,"University of Washington, Seattle, WA",242,89.66666666666667,,,,,,
2519,"Yahoo! Research, Santa Clara, CA","Yahoo! Research, Santa Clara, CA",,,,"Yahoo! Research, Santa Clara, USA 95054",9257,88.0,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,"Yahoo! Research, Santa Clara, USA 95054",9257,88.0,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,,,,"Yahoo! Research, Santa Clara, USA 95054",9257,88.0,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,"Yahoo! Research, Santa Clara, USA 95054",9257,88.0,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,,,,,,,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,"Yahoo! Research, Santa Clara, USA 95054",9257,88.0,"Yahoo! Research, Santa Clara, CA, USA",5746,95.66666666666667,,,,,,,,,,,,
2501,University of Michigan,University of Michigan,,,,"University of Michigan, USA",8238,94.0,"University of Michigan, USA",8238,94.0,"University of Michigan, MI",199,95.33333333333333,,,,"University of Michigan, USA",8238,94.0,"University of Michigan, MI",199,95.33333333333333,,,,"University of Michigan, USA",8238,94.0,"University of Michigan, USA",8238,94.0,"University of Michigan, MI",199,95.33333333333333,"University of Michigan, MI",199,95.33333333333333,"University of Michigan, MI",199,95.33333333333333,"University of Michigan, MI",199,95.33333333333333,"University of Michigan, USA",8238,94.0,"University of Michigan, USA",8238,94.0,"University of Michigan, USA",8238,94.0,"University of Michigan, USA",8238,94.0,,,,"University of Michigan, USA",8238,94.0
6210,"IBM China Research Laboratory, Beijing, China","IBM China Research Laboratory, Beijing, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
